measure,label,model,dataset,arch,pvp,sampling,nshot,sample,value,time_train,time_test,run,majority
Recall,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.538461538461538,12.0702321529388,20.2504966259003,1,0.538461538461538
Recall,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.39010989010989,12.0145280361176,20.1938927173615,2,0.538461538461538
Recall,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.730769230769231,12.0352201461792,19.6266076564789,3,0.538461538461538
Recall,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.527472527472528,12.0050418376923,19.6288325786591,4,0.538461538461538
Recall,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.39010989010989,12.0304889678955,19.4252803325653,5,0.538461538461538
Recall,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.384937238493724,12.0702321529388,20.2504966259003,1,0.313807531380753
Recall,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.380753138075314,12.0145280361176,20.1938927173615,2,0.313807531380753
Recall,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.133891213389121,12.0352201461792,19.6266076564789,3,0.313807531380753
Recall,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.317991631799163,12.0050418376923,19.6288325786591,4,0.313807531380753
Recall,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.322175732217573,12.0304889678955,19.4252803325653,5,0.313807531380753
Recall,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.179039301310044,12.0702321529388,20.2504966259003,1,0.172489082969432
Recall,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.203056768558952,12.0145280361176,20.1938927173615,2,0.172489082969432
Recall,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.120087336244541,12.0352201461792,19.6266076564789,3,0.172489082969432
Recall,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.203056768558952,12.0050418376923,19.6288325786591,4,0.172489082969432
Recall,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,2,0.146288209606987,12.0304889678955,19.4252803325653,5,0.172489082969432
Accuracy,Overall,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.375,12.0041887760162,19.7469067573547,1,0.366
Accuracy,Overall,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.389,12.0433323383331,19.6709022521973,2,0.366
Accuracy,Overall,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.31,12.220636844635,19.5804595947266,3,0.366
Accuracy,Overall,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.383,12.1674029827118,19.5833733081818,4,0.366
Accuracy,Overall,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.325,12.0297036170959,19.63338971138,5,0.366
F1,Overall,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.300728784803824,12.0041887760162,19.7469067573547,1,0.31752932006065
F1,Overall,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.336520803992241,12.0433323383331,19.6709022521973,2,0.31752932006065
F1,Overall,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.289732962080978,12.220636844635,19.5804595947266,3,0.31752932006065
F1,Overall,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.324985757625113,12.1674029827118,19.5833733081818,4,0.31752932006065
F1,Overall,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.280302798261069,12.0297036170959,19.63338971138,5,0.31752932006065
F1,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.0821917808219178,12.0041887760162,19.7469067573547,1,0.0861244019138756
F1,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.100840336134454,12.0433323383331,19.6709022521973,2,0.0861244019138756
F1,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.108527131782946,12.220636844635,19.5804595947266,3,0.0861244019138756
F1,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.0641711229946524,12.1674029827118,19.5833733081818,4,0.0861244019138756
F1,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.0652173913043478,12.0297036170959,19.63338971138,5,0.0861244019138756
F1,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.221024258760108,12.0041887760162,19.7469067573547,1,0.344961240310078
F1,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.32,12.0433323383331,19.6709022521973,2,0.344961240310078
F1,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.352365415986949,12.220636844635,19.5804595947266,3,0.344961240310078
F1,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.34,12.1674029827118,19.5833733081818,4,0.344961240310078
F1,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.357473035439137,12.0297036170959,19.63338971138,5,0.344961240310078
F1,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.419864559819413,12.0041887760162,19.7469067573547,1,0.416861826697892
F1,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.474308300395257,12.0433323383331,19.6709022521973,2,0.416861826697892
F1,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.393351800554017,12.220636844635,19.5804595947266,3,0.416861826697892
F1,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.459627329192547,12.1674029827118,19.5833733081818,4,0.416861826697892
F1,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.352601156069364,12.0297036170959,19.63338971138,5,0.416861826697892
F1,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.479834539813857,12.0041887760162,19.7469067573547,1,0.422169811320755
F1,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.450934579439252,12.0433323383331,19.6709022521973,2,0.422169811320755
F1,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.3046875,12.220636844635,19.5804595947266,3,0.422169811320755
F1,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.436144578313253,12.1674029827118,19.5833733081818,4,0.422169811320755
F1,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.345919610231425,12.0297036170959,19.63338971138,5,0.422169811320755
Precision,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.0918367346938776,12.0041887760162,19.7469067573547,1,0.102272727272727
Precision,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.102564102564103,12.0433323383331,19.6709022521973,2,0.102272727272727
Precision,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.102189781021898,12.220636844635,19.5804595947266,3,0.102272727272727
